Gene,Ribo_logFC,Ribo_padj,Input_logFC,Input_padj,TE_logFC,TE_padj,Group
0610030E20Rik,0.038278179,0.90915768,-0.03553394,0.950418847,0.146793014,0.832884355,No change
1110004F10Rik,-0.039997266,0.914348922,0.028129726,0.965377795,-0.094064585,0.900612275,No change
1810030O07Rik,0.003636343,0.990122608,-0.155022156,0.74485581,0.145802204,0.835867969,No change
1810037I17Rik,-0.112868674,0.658014501,3.061853794,1.15E-10,-3.468771302,6.89E-08,Buffered (Special)
2610507B11Rik,0.143451399,0.626163603,0.006049146,0.994065995,0.239954579,0.713947059,No change
4932438A13Rik,0.056980919,0.877453042,0.077138001,0.893955968,0.042170859,0.958121133,No change
9530068E07Rik,-0.074876898,0.818322452,-0.538498364,0.190910544,0.287884011,0.62608294,No change
AU040320,-0.152772881,0.556913801,-3.073562788,5.21E-07,2.412305432,0.001548229,Buffered (Special)
Aaas,-0.017672839,0.959138413,-0.655198024,0.203368497,0.463862551,0.452788611,No change
Aacs,0.01093857,0.974812616,-0.635136738,0.132872223,0.609084893,0.266096724,No change
Aagab,-0.046566832,0.893292863,-0.396234663,0.347500817,0.226649681,0.720539272,No change
Aamp,-0.065223639,0.865231897,0.525921885,0.236219581,-0.620960597,0.262294935,No change
Aars,0.700462724,0.053709496,-0.571157078,0.18129315,1.458523264,0.008341571,No change
Aatf,0.005950277,0.987241338,-0.123919691,0.814182572,0.130905599,0.858263619,No change
Abca13,-0.01877287,0.959774684,-0.055504063,0.922949311,0.039267634,0.959543016,No change
Abca2,0.106388861,0.749475517,-1.734517356,0.001014572,1.983673083,0.002495071,Buffered (Special)
Abca3,-0.060823118,0.853339502,0.208464188,0.670971041,-0.331326644,0.587650843,No change
Abca7,-0.03250627,0.92525908,0.306957985,0.518815314,-0.31505551,0.609802369,No change
Abca9,0.185452003,0.427622791,-1.858645576,0.00185927,2.497627902,0.003006268,Buffered (Special)
Abcb7,-0.018877383,0.956146983,0.72902379,0.087370395,-0.653430532,0.25855718,No change
Abcc1,-0.067362927,0.85407653,0.200602417,0.695376892,-0.290635998,0.642301433,No change
Abcc2,-0.032769688,0.919014271,-0.571477594,0.248227039,0.383820316,0.53885714,No change
Abcc4,0.082339561,0.80845525,-0.490165674,0.298722837,0.640350552,0.278132583,No change
Abcc5,-0.085781642,0.782587157,-0.757440804,0.111228319,0.442147421,0.470210006,No change
Abcd1,-0.011667702,0.974372412,-0.649232499,0.126302075,0.578315046,0.285361372,No change
Abcd2,-0.12791513,0.651006066,-1.556525792,0.000327719,1.041599515,0.064497686,No change
Abcd3,0.027851196,0.939664452,-0.080784467,0.88350005,0.14536485,0.838206432,No change
Abce1,0.195308622,0.503026821,-0.360705322,0.418606391,0.665064679,0.213903444,No change
Abcf1,0.413319522,0.19433639,1.082593283,0.01163959,-0.362026901,0.537270856,No change
Abcf2,0.522696133,0.110454494,-0.469070973,0.269287796,1.162010952,0.021271771,No change
Abcf3,0.163482498,0.513755319,-0.565708182,0.188714846,1.036240403,0.065058896,No change
Abcg1,-0.116248187,0.646370861,0.363152902,0.421350849,-0.689167672,0.221397721,No change
Abhd2,0.005408064,0.987241338,1.951329372,4.35E-05,-1.801029834,0.003689817,Buffered (Special)
Abhd5,-0.054104673,0.877453042,-0.273455118,0.570897098,0.123099275,0.86421783,No change
Abi1,0.021538718,0.956719748,-0.319110664,0.464914445,0.355572686,0.524289465,No change
Abr,-0.054131869,0.881155589,-0.752120806,0.084986324,0.548398902,0.327696673,No change
Abracl,0.036843291,0.916377672,1.945774346,4.31E-05,-1.657097011,0.00837776,Buffered (Special)
Abraxas2,0.041237378,0.908098861,-0.31260932,0.511037417,0.378103635,0.534803744,No change
Acaa2,0.004461619,0.989201745,-0.265754025,0.586524441,0.242834676,0.712321294,No change
Acaca,1.340638019,0.000641486,0.495666058,0.274710652,0.598733721,0.280246764,No change
Acadl,0.137629086,0.638622005,-0.289400826,0.526758744,0.53828414,0.340148631,No change
Acadm,-0.013833171,0.965307479,0.230686102,0.63026688,-0.222715412,0.74172027,No change
Acads,-0.017878016,0.957055752,-0.050411167,0.929085463,-0.002892989,0.997943127,No change
Acadvl,-0.117157034,0.665013829,-0.682190435,0.120865432,0.280684065,0.650413403,No change
Acap1,-0.047945221,0.893292863,-0.817651793,0.050051252,0.589739291,0.28102667,No change
Acap2,-0.031152348,0.9306495,-0.652883091,0.166510107,0.520418683,0.375063173,No change
Acat1,-0.022233985,0.955813127,-0.117292691,0.818468187,0.074773398,0.921957127,No change
Acbd3,-0.067529081,0.84836683,-0.526679447,0.218514778,0.319199883,0.589385611,No change
Acbd5,-0.075366702,0.813178996,-0.362959918,0.414211227,0.146835514,0.831221873,No change
Acin1,0.04747496,0.906880315,1.297584653,0.00175991,-1.073183298,0.040954707,Buffered (Special)
Acly,0.35711767,0.241868289,-0.918801487,0.03942679,1.518131573,0.01028119,Buffered (Special)
Aco2,0.146449695,0.534386021,-0.14852048,0.760085588,0.500755183,0.407316629,No change
Acot13,-0.081943851,0.78848413,1.06491287,0.024253472,-1.270232894,0.038413851,Buffered (Special)
Acot7,-0.062098627,0.865849473,0.109935558,0.846973919,-0.194016995,0.781989854,No change
Acot9,0.117028269,0.675209083,-0.525834913,0.20999388,0.816302701,0.131151487,No change
Acsl1,-0.006288297,0.986134591,-0.768839467,0.087136834,0.656219184,0.255864158,No change
Acsl4,0.106960931,0.638622005,0.622821874,0.157224475,-0.117487847,0.874948007,No change
Acsl5,0.026245848,0.948216806,-0.903976489,0.028824971,0.922859058,0.081856367,No change
Actb,0.036975379,0.923337946,2.044259464,1.48E-05,-1.873527594,0.00156748,Buffered (Special)
Actg1,0.125768609,0.685688436,0.488236104,0.262699963,-0.233341524,0.703230316,No change
Actl6a,0.076484738,0.830337,-0.81332609,0.053763872,0.992878903,0.055463996,No change
Actn4,0.647045462,0.093961966,-1.347741002,0.001796407,2.26301204,0.000467784,Buffered (Special)
Actr10,0.051208045,0.891906543,0.086259189,0.879479489,0.026476922,0.9719047,No change
Actr1a,0.058750261,0.868777009,-0.35461383,0.41033211,0.477185376,0.386531314,No change
Actr2,0.243918281,0.405207643,0.239498301,0.599071396,0.096518876,0.893413776,No change
Actr3,0.040513051,0.918155,-0.204496633,0.664847379,0.272890557,0.645565976,No change
Acy1,0.190634643,0.477544579,0.617890368,0.18129315,-0.149431064,0.833775319,No change
Ada,-0.076350866,0.796209626,0.312774044,0.536791959,-0.458173454,0.458250818,No change
Adam10,-0.118467803,0.710901575,-0.269974735,0.574551306,0.074624749,0.921004402,No change
Adam15,0.058891127,0.874132594,-0.227100711,0.630533376,0.342164874,0.554778568,No change
Adam17,-0.005123701,0.987939473,-0.757494529,0.082661847,0.681498323,0.218977548,No change
Adam8,-0.700539314,0.076085505,-1.051575587,0.023803931,0.163045147,0.815827437,No change
Adam9,-0.105386927,0.694225791,-0.492408103,0.283410962,0.144675377,0.838789389,No change
Adap1,0.027741908,0.9306495,0.041126904,0.945491551,0.049908874,0.946343666,No change
Adar,0.140686928,0.6349727,-0.851759842,0.055411005,1.205872839,0.02645675,No change
Adcy7,-0.140002347,0.626163603,-0.436773115,0.315260089,0.112680024,0.87545913,No change
Add1,0.101440892,0.757714632,-0.600815199,0.155807673,0.81334835,0.116843023,No change
Add3,-0.012341896,0.974372412,-0.347659708,0.43225055,0.313402889,0.596540074,No change
Adgre1,-0.696813998,0.056867526,-1.438487951,0.000868851,0.436035122,0.452788611,No change
Adgre5,-0.267754993,0.352837131,-1.625985889,0.000539378,1.024549646,0.074367876,No change
Adgrg1,-0.142489087,0.459289702,-1.312078677,0.00545607,0.332765101,0.591369643,No change
Adgrg3,-0.0912905,0.781844091,-1.171799494,0.00341925,0.850405252,0.103441396,No change
Adh5,0.232298978,0.413323231,0.000270925,0.999866387,0.357231998,0.552847443,No change
Adipor1,-0.086607884,0.76885129,-0.200733276,0.668114916,-0.032465514,0.966829642,No change
Adipor2,-0.123069022,0.667877889,0.478601636,0.266290847,-0.745230267,0.175384896,No change
Adk,0.026826352,0.941717047,-0.453669476,0.286108898,0.487109283,0.380534511,No change
Adnp2,0.047123662,0.892660797,0.249019386,0.620273673,-0.087668009,0.909129761,No change
Adpgk,-0.171555169,0.555853906,-0.444230268,0.315110908,0.118475653,0.87399028,No change
Adprh,-0.3314798,0.270317401,-0.174210492,0.724657331,-0.276661872,0.656343136,No change
Adprhl2,-0.058814777,0.854051061,0.53585713,0.213298759,-0.660111381,0.250164401,No change
Adsl,0.123634595,0.673988579,-1.304160903,0.006987609,1.601796376,0.010950286,Buffered (Special)
Adss,0.058004516,0.882984842,-0.152694392,0.750539447,0.253199695,0.661484514,No change
Adssl1,-0.072187599,0.8350079,-0.617543319,0.151000869,0.387097652,0.503477717,No change
Aebp2,-0.003418233,0.989201745,0.363848304,0.443008806,-0.289758889,0.654547425,No change
Aff1,0.080560416,0.801795526,0.245881787,0.615145356,-0.020299679,0.979420944,No change
Afg3l1,0.039974803,0.912598045,-0.233564083,0.619220662,0.306483793,0.613908945,No change
Afg3l2,-0.040611311,0.912286491,-0.491659744,0.242685322,0.342857165,0.547574747,No change
Aftph,-0.055848891,0.86614369,0.608553472,0.151644818,-0.700501998,0.217021793,No change
Aga,-0.111029964,0.678430622,-0.029522493,0.96074831,-0.219288332,0.742761427,No change
Aggf1,0.059604295,0.861385873,-0.08889676,0.864480382,0.252561452,0.69045167,No change
Agl,0.186991251,0.502060218,0.021068585,0.975833102,0.291910224,0.645870823,No change
Ago2,0.144936131,0.613633787,0.949104161,0.037211926,-0.471319881,0.419376911,No change
Agpat5,0.002225122,0.994350023,0.383825082,0.368638926,-0.317572436,0.593972812,No change
Agps,-0.114314296,0.730336817,-0.358427122,0.441451223,0.176726305,0.808572348,No change
Agtpbp1,0.022394987,0.954090109,0.387463169,0.411966891,-0.26812733,0.682940691,No change
Ahctf1,1.022723646,0.008220704,0.369112097,0.431426325,0.45175865,0.449331915,No change
Ahcyl1,-0.004703539,0.989201745,-0.359460725,0.413152657,0.328036142,0.576747185,No change
Ahsa1,-0.002204142,0.994350023,0.313071846,0.515357183,-0.274857513,0.666458485,No change
Aifm1,0.073503989,0.805653305,-0.623571956,0.18676016,0.7170262,0.24872485,No change
Aifm2,-0.085720402,0.748834763,-0.289768087,0.535669263,-0.004439593,0.996263462,No change
Aimp1,-0.019595477,0.95890261,1.350545179,0.007436959,-1.300173145,0.039478006,Buffered (Special)
Aimp2,0.075540815,0.805305102,-0.048821782,0.937542862,0.195288256,0.776701176,No change
Aip,-0.4549074,0.183541484,-0.243501484,0.62309138,-0.2705048,0.676675786,No change
Ak2,0.041963159,0.913821284,0.480094354,0.275521238,-0.337243654,0.567947049,No change
Ak6,0.01994736,0.955903611,1.500243972,0.000819285,-1.26736375,0.033324624,Buffered (Special)
Akap1,0.064059129,0.83502216,0.353461871,0.450448532,-0.11994229,0.871740159,No change
Akap10,0.032906119,0.92322059,-0.860037927,0.061031201,0.876605341,0.138509971,No change
Akap11,0.067470189,0.851289324,0.86113336,0.075739741,-0.552129073,0.362838049,No change
Akap13,-0.107028831,0.748834763,0.016286687,0.982294583,-0.14986488,0.820762485,No change
Akap8,0.050729989,0.893377154,-0.055909157,0.92426151,0.14896556,0.835516362,No change
Akap9,0.060705023,0.874344309,0.111285333,0.833956844,0.005736016,0.99481591,No change
Akna,-0.150445666,0.584520461,-0.49183546,0.261675487,0.112631851,0.883819899,No change
Akr1a1,0.235711032,0.413878482,0.693227999,0.112412036,-0.289842156,0.634335154,No change
Akr1b3,0.130978789,0.65306055,0.378863537,0.416226805,-0.083088741,0.914711456,No change
Akt1,0.084641041,0.804737092,-1.25849743,0.002470791,1.47155131,0.005024567,Buffered (Special)
Akt2,0.004697934,0.988153195,0.355593802,0.421350849,-0.277450719,0.655855891,No change
Alas1,0.175284666,0.552347488,-1.079275627,0.007051779,1.427553522,0.005941582,Buffered (Special)
Aldh18a1,0.065531051,0.834096151,-0.351730624,0.429543054,0.521086671,0.362838049,No change
Aldh2,0.024782615,0.916377672,-0.594092769,0.168238455,0.642489403,0.277440513,No change
Aldh3a2,-0.056370988,0.866946789,-1.474320647,0.000625802,1.135881558,0.045725644,Buffered (Special)
Aldh3b1,-0.043479941,0.90915768,-0.356411653,0.428394962,0.22979995,0.721347363,No change
Aldh9a1,0.067331942,0.865231897,-0.5226345,0.20999388,0.654842658,0.190304802,No change
Aldoa,0.024248971,0.954111488,-0.094284849,0.866727786,0.125380264,0.861390332,No change
Alg1,-0.22033169,0.394675355,-0.300849909,0.524661606,-0.160913352,0.817324767,No change
Alg11,-0.049361153,0.879725594,-0.452298435,0.354456909,0.262395678,0.69045167,No change
Alg5,-0.155849801,0.552347488,-0.03436905,0.953647582,-0.302384995,0.625894675,No change
Alms1,0.116686513,0.667877889,0.346311942,0.480549769,-0.037481274,0.960645431,No change
Alox5,-0.135922261,0.595133872,-1.955534105,8.37E-05,1.220221718,0.058375057,No change
Alox5ap,-0.195032795,0.473253771,0.742652313,0.085134695,-1.213186835,0.027576206,No change
Alpk1,-0.075187205,0.801856533,-0.483312073,0.305108499,0.21225739,0.757588866,No change
Alyref,-0.067504312,0.830337,0.642419738,0.174452359,-0.772736668,0.201589872,No change
Amdhd2,-0.199818715,0.430313573,0.634026598,0.180171854,-1.14729257,0.068997431,No change
Amfr,-0.040792791,0.914348922,-0.541059942,0.189981214,0.417764153,0.443840251,No change
Ampd2,0.058424939,0.874134087,-0.228472692,0.630651917,0.344198196,0.557845942,No change
Anapc1,0.386654312,0.216985893,-0.507632965,0.283093872,1.037363467,0.091041648,No change
Anapc2,0.173622374,0.543350743,-0.894796181,0.030164707,1.295685524,0.015627261,Buffered (Special)
Anapc4,-0.004773536,0.987939473,-0.371255945,0.389809166,0.331257651,0.567952866,No change
Anapc5,-0.00020086,0.997523871,-0.447427229,0.28089287,0.383161254,0.521112621,No change
Ankfy1,0.322591508,0.280632447,-0.020447305,0.974065099,0.38986448,0.522073962,No change
Ankhd1,0.460717151,0.151796184,0.511758669,0.250651497,0.019274717,0.979420944,No change
Ankle2,-0.013454179,0.96763269,-1.237495544,0.004515138,1.089442582,0.055290979,No change
Ankrd11,0.190544104,0.505099007,0.274713931,0.554337326,0.059003349,0.938563958,No change
Ankrd12,0.029388117,0.92525908,0.493749497,0.245811491,-0.293789083,0.637444102,No change
Ankrd13a,-0.059587715,0.875864861,-1.417285627,0.000737581,1.227878982,0.017096438,Buffered (Special)
Ankrd17,0.538181403,0.097391095,0.649803923,0.127611413,-0.026237805,0.975501032,No change
Ankrd28,-0.022671424,0.952119893,-0.057631494,0.920959228,0.012456205,0.99446913,No change
Ankrd44,0.025995422,0.948809323,0.154953406,0.768614388,-0.084477309,0.914710021,No change
Anks1,0.014369994,0.967067084,0.131666058,0.800786287,-0.068691543,0.931439241,No change
Anln,0.929133942,0.013156685,-0.311026156,0.52330726,1.278642007,0.039526136,Exclusive
Ano6,-0.306570141,0.297103698,-1.140254378,0.019152185,0.367454565,0.553032757,No change
Anp32a,-0.106476591,0.748834763,1.573167428,0.00140252,-1.74911996,0.005464845,Buffered (Special)
Anp32b,0.023331967,0.956146983,1.848012728,0.000155555,-1.695232279,0.004128794,Buffered (Special)
Anp32e,0.020539962,0.958677815,1.102061638,0.012932584,-0.934128873,0.090079217,No change
Antxr2,-0.600213603,0.130856729,-1.742501415,0.001509248,0.552286015,0.366926053,No change
Anxa1,0.012818745,0.974372412,-0.76800695,0.109463653,0.708575971,0.223036573,No change
Anxa11,-0.241218985,0.407252666,-0.503823312,0.232777506,0.099959068,0.889840787,No change
Anxa2,0.023139472,0.955792903,0.006543021,0.992848792,0.038124616,0.959960266,No change
Anxa3,-0.709524001,0.065605076,-0.289102071,0.522406923,-0.389919672,0.508303672,No change
Anxa5,-0.040075093,0.915421617,-0.164055901,0.736925087,0.08512087,0.914100575,No change
Anxa6,0.109749832,0.730350135,-1.070851656,0.017829852,1.298191839,0.029297259,Buffered (Special)
Anxa7,-0.008205794,0.979541752,0.112939017,0.825161942,-0.110433588,0.877097366,No change
Ap1b1,0.982520989,0.027495046,-0.578026054,0.174784808,1.783339258,0.002289233,Exclusive
Ap1g1,0.205941648,0.459289702,0.021854696,0.972253084,0.323684087,0.591358725,No change
Ap1g2,0.048465514,0.890553728,-0.762692361,0.070806263,0.871272904,0.113786596,No change
Ap1m1,0.06721436,0.865231897,-1.613985837,8.02E-05,1.774657627,0.000423659,Buffered (Special)
Ap1s1,0.016104935,0.963862289,1.329121693,0.005324445,-1.126328092,0.063348948,No change
Ap2a1,0.11802534,0.675209083,-0.800937485,0.06764412,1.150847987,0.036364312,No change
Ap2a2,0.004458454,0.989201745,-0.511096774,0.247168619,0.457618783,0.43924988,No change
Ap2b1,0.470042732,0.169654639,0.001435675,0.999626617,0.539808585,0.352141069,No change
Ap2m1,-0.013842458,0.969358708,-0.71179221,0.11539912,0.597031376,0.29974192,No change
Ap3b1,0.428868233,0.176240961,-0.878006294,0.038396974,1.551466684,0.003352154,Buffered (Special)
Ap3d1,0.015287608,0.967067084,-0.268568254,0.556544571,0.288212726,0.619297535,No change
Ap3m1,0.079341159,0.800611079,-0.567243747,0.213608705,0.757080789,0.200188103,No change
Ap3s1,-0.049019823,0.893377154,-0.200915902,0.677982131,0.062006987,0.923549839,No change
Apaf1,0.19790137,0.497962939,0.289668411,0.546158374,0.016428943,0.981743492,No change
Apbb1ip,0.097726892,0.76885129,-0.285349344,0.526021427,0.475066188,0.366926053,No change
Apc,0.043814061,0.894168069,0.989394293,0.040907909,-0.636158103,0.293156012,No change
Apeh,0.15249407,0.572847408,-0.104260019,0.839114503,0.434966564,0.44254972,No change
Apex1,0.047608813,0.899711519,0.065168882,0.91775766,0.018414783,0.981743492,No change
Aph1a,-0.000610097,0.997523871,0.143516222,0.777240524,-0.120241132,0.870396303,No change
Api5,0.039097695,0.916377672,-0.815150561,0.058466439,0.859465831,0.118055868,No change
Aplp2,-0.085810038,0.800006705,-0.011873425,0.983996668,-0.131014442,0.854149454,No change
Apmap,-0.358106337,0.241349576,-0.462953442,0.265793376,-0.065709692,0.932720698,No change
Apobec3,0.017472797,0.961762711,-0.248998329,0.581841583,0.278369082,0.632760819,No change
Apobr,-1.123789705,0.000229383,-0.327503555,0.468734905,-0.573341782,0.266096724,No change
Apoe,-1.048184882,0.012027087,-0.028915634,0.963895146,-0.730157214,0.244198256,No change
App,-0.089615196,0.79861047,-0.516190027,0.210436872,0.315585396,0.58386245,No change
Appbp2,0.035346086,0.920065978,-0.061651777,0.91138888,0.14426177,0.836167608,No change
Appl1,0.008059214,0.984159547,0.007833457,0.990291989,0.012687667,0.981743492,No change
Aprt,-0.183224056,0.502060218,1.693715731,0.000745068,-2.09607446,0.001396455,Buffered (Special)
Aqr,0.846072232,0.016026252,-0.592901891,0.191710809,1.590712539,0.006710437,Exclusive
Arap1,0.064373662,0.865231897,-0.310935801,0.49389059,0.438679239,0.438423082,No change
Arap3,0.006972675,0.985702199,-0.003584436,0.994498181,0.02122433,0.974205371,No change
Arcn1,0.067087607,0.865242874,-0.999514761,0.020091108,1.121495287,0.035605609,Buffered (Special)
Arf1,0.060577799,0.874537722,-0.321143197,0.4652558,0.428732762,0.432600479,No change
Arf3,-0.072781629,0.827858946,0.104153749,0.839751025,-0.255754043,0.676681248,No change
Arf4,-0.059082342,0.874537722,-0.198457619,0.682146606,0.087574659,0.906540025,No change
Arf5,-0.103255675,0.748081639,1.389844924,0.006822236,-1.600507089,0.017394295,Buffered (Special)
Arfgap1,0.046383615,0.894427116,-0.250077228,0.595756214,0.342688033,0.564952344,No change
Arfgap2,0.047697139,0.890553728,-1.076577643,0.010180082,1.162634975,0.043097154,Buffered (Special)
Arfgef1,0.007991416,0.983526706,0.164762007,0.746986623,-0.117908636,0.872022097,No change
Arfgef2,0.158027082,0.560081444,0.384640789,0.41181019,-0.016902997,0.980593064,No change
Arfrp1,-0.003351614,0.989883812,0.573878885,0.182862175,-0.50473394,0.374920872,No change
Arglu1,-0.091417293,0.757714632,1.670361713,5.00E-05,-1.905905017,0.001167597,Buffered (Special)
Arhgap1,0.178240419,0.478026658,-1.502897764,0.000622783,2.06958909,0.000640853,Buffered (Special)
Arhgap11a,0.153546163,0.610784832,0.279131854,0.59254755,-0.03613133,0.962935354,No change
Arhgap15,0.060363304,0.866822913,-0.526646801,0.206955714,0.664257581,0.207672238,No change
Arhgap17,0.219072961,0.42119751,0.135822995,0.793219857,0.250091006,0.700389047,No change
Arhgap25,-0.072133381,0.830337,-0.565481822,0.18232992,0.327978959,0.576089052,No change
Arhgap26,0.032855847,0.920065978,0.086363073,0.874727355,0.025826777,0.972642924,No change
Arhgap30,-0.068807728,0.861506823,0.113973211,0.824466058,-0.21476186,0.735202124,No change
Arhgap4,0.107266587,0.742099492,-0.228110833,0.619157962,0.442251214,0.416003843,No change
Arhgap45,0.176487341,0.552347488,-0.463311055,0.262627233,0.783303592,0.107385127,No change
Arhgdia,0.065894161,0.868089868,-0.127705174,0.814698821,0.199591017,0.773476698,No change
Arhgdib,0.005171358,0.987241338,-0.083064415,0.909205466,0.07163508,0.924676204,No change
Arhgef1,-0.020496056,0.958677815,-0.711030209,0.078244964,0.635931102,0.201589872,No change
Arhgef10l,0.034934668,0.916377672,0.543485253,0.210436872,-0.346921308,0.562179122,No change
Arhgef18,-0.130223967,0.670277911,-0.461224588,0.298921989,0.21558326,0.740541834,No change
Arhgef2,0.080394402,0.818380003,-0.190704,0.685239651,0.350526456,0.533606089,No change
Arhgef3,-0.136185796,0.558219271,-1.033786928,0.014248798,0.367557275,0.542195342,No change
Arhgef39,0.115525426,0.638622005,0.398727126,0.370452518,-0.008790771,0.991248567,No change
Arhgef6,0.067270719,0.865231897,-0.902294618,0.048393574,1.006764782,0.077806915,No change
Arhgef7,0.052631602,0.871777375,0.39711923,0.397168202,-0.183715328,0.790381325,No change
Arid1a,0.322173547,0.277525639,1.340387526,0.002007141,-0.671472684,0.212992454,No change
Arid1b,0.016662047,0.964839373,0.636850154,0.139365206,-0.528735386,0.333330844,No change
Arid2,-0.011256466,0.975062431,0.564576239,0.207767374,-0.519607528,0.363819097,No change
Arid3a,-0.033498451,0.920526704,0.731664436,0.08238793,-0.753724605,0.168100718,No change
Arid4a,0.078584357,0.82270113,0.266949076,0.578321013,-0.087542215,0.913132228,No change
Arid4b,0.169775689,0.514155505,0.69834288,0.138815465,-0.19849726,0.774577457,No change
Arih1,-0.068851591,0.83502216,-0.119949146,0.81847275,-0.037779818,0.9616802,No change
Arih2,-0.003644442,0.989201745,-0.120992267,0.814182572,0.097527054,0.892789323,No change
Arl1,-0.011922957,0.97391125,0.035228882,0.955108832,-0.051425111,0.945039688,No change
Arl6ip1,-0.148184017,0.623448835,0.277736394,0.535573583,-0.529086314,0.312178205,No change
Arl6ip4,-0.150713522,0.588453156,1.414118795,0.00303268,-1.814862949,0.004847941,Buffered (Special)
Arl6ip5,0.031638436,0.92525908,0.179619723,0.719241474,-0.080885828,0.917503489,No change
Arl8b,-0.099064135,0.75613628,0.074370649,0.889819439,-0.26071992,0.67109098,No change
Armc8,-0.117213934,0.675903147,-0.176613836,0.716562833,-0.08390784,0.912468582,No change
Armt1,0.221851866,0.408968265,-0.53755055,0.201834226,1.104957185,0.037185075,No change
Arnt,0.053069831,0.870922231,-2.877315986,1.86E-06,3.088867986,3.11E-05,Buffered (Special)
Arpc1b,0.072269319,0.855112836,-0.130905065,0.810454164,0.205787816,0.766994711,No change
Arpc2,0.096461875,0.778655409,-0.132109439,0.801451426,0.271732189,0.666458485,No change
Arpc3,-0.059984779,0.868822672,0.662434989,0.152941289,-0.706902498,0.221078388,No change
Arpc4,0.158182131,0.600913883,0.300322526,0.549637017,-0.066947844,0.947588061,No change
Arpc5,-0.261926951,0.352837131,-0.012248535,0.982294583,-0.437550393,0.420465376,No change
Arpp19,-0.162683102,0.556913801,1.747146507,0.000334543,-2.157478788,0.001003767,Buffered (Special)
Arrb2,-0.090578809,0.753952819,-0.249814729,0.586128524,-0.010575664,0.989878332,No change
Arsb,-0.554232096,0.131349102,0.192543218,0.695698344,-0.872669537,0.118800916,No change
As3mt,-0.092701783,0.750998737,-0.175910313,0.72023908,-0.069206581,0.931358463,No change
Asah1,-0.127352779,0.673415951,-1.473348604,0.000359619,1.079349244,0.039574886,Buffered (Special)
Asap1,0.005907167,0.987241338,-0.457065139,0.321520933,0.411300873,0.498936415,No change
Asf1b,0.023934598,0.944515199,-0.413964846,0.353743029,0.432239823,0.466071169,No change
Ash1l,0.095875537,0.737187106,0.233839122,0.623311243,0.053945286,0.943465119,No change
Ash2l,0.064635601,0.865231897,-0.044846586,0.934611185,0.180746431,0.776739932,No change
Asl,-0.080254683,0.796209626,-0.132104647,0.810454164,-0.029356224,0.970553277,No change
Asna1,-0.023614686,0.946606296,-0.19716689,0.715388847,0.108229436,0.883819899,No change
Asph,-0.10465229,0.678579073,-1.221588955,0.024736615,0.695489213,0.249265407,No change
Aspm,1.553623944,8.41E-05,0.709788007,0.111477128,0.536175213,0.349025352,No change
Aspscr1,-0.023881223,0.946606296,-0.235383792,0.628028655,0.146762437,0.836203433,No change
Asrgl1,0.113511271,0.666751642,0.488858113,0.287834222,-0.123530849,0.868283084,No change
Ass1,0.309751963,0.298184522,0.000577591,0.999626617,0.425250523,0.472164884,No change
Asxl1,0.262740801,0.362083114,-0.025240428,0.966345589,0.414235145,0.475913852,No change
Asxl2,0.115737334,0.67803568,-0.976513947,0.058601343,1.335605394,0.039478006,No change
Atad1,-0.009370218,0.97897108,0.077215653,0.888994092,-0.072386077,0.925066344,No change
Atad2,0.932563308,0.003859032,0.069197526,0.908311268,0.671364438,0.250829793,No change
Atad2b,0.237680221,0.405207643,0.737301467,0.105868298,-0.208040734,0.760064661,No change
Atad3a,0.052475528,0.881875828,-0.071005005,0.893160513,0.194400482,0.766863724,No change
Atad5,1.488469251,0.000397605,0.649527328,0.164605932,0.498267608,0.400946838,No change
Ate1,0.002984767,0.992068877,0.079688547,0.885358543,-0.049369439,0.949378053,No change
Atf1,0.006935167,0.984810293,0.639184559,0.126662714,-0.512091844,0.367594375,No change
Atf4,0.020708823,0.89065872,1.669390855,0.000153538,-0.643526678,0.311138241,No change
Atf6,0.139528149,0.613633787,-0.279907631,0.54850119,0.583452843,0.310070131,No change
Atf6b,-0.084073355,0.794047309,-0.367177113,0.395367114,0.142083092,0.839772008,No change
Atf7ip,0.078638753,0.826965134,0.191303121,0.698987857,-0.020786145,0.977875947,No change
Atg101,0.001616977,0.995774768,1.208162409,0.005485458,-0.883545214,0.165024154,No change
Atg2a,-0.041507499,0.906880315,-0.36852735,0.445729678,0.220047068,0.74637794,No change
Atg2b,0.032576449,0.92525908,0.468382563,0.319117741,-0.312779179,0.617180446,No change
Atg3,-0.098858402,0.756759885,-0.06760863,0.90002126,-0.122615861,0.862398739,No change
Atg4b,-0.031294724,0.922906549,0.000961597,0.999626617,-0.069480235,0.929260622,No change
Atg7,0.017275339,0.959774684,-0.903617428,0.036185555,0.854235878,0.136086512,No change
Atic,0.547225674,0.110454494,-0.027334397,0.962020088,0.61591246,0.263309028,No change
Atl2,0.021900021,0.955903611,-0.291896877,0.533786117,0.320327464,0.593064815,No change
Atl3,0.175336901,0.552347488,0.013978511,0.984714166,0.249570305,0.676923388,No change
Atm,0.806320144,0.037761449,0.100977702,0.862893618,0.567115366,0.346130654,No change
Atp11b,-0.154246954,0.612882094,-1.04957467,0.023624118,0.629083095,0.274033958,No change
Atp13a1,0.030727292,0.92525908,-0.369274125,0.410149373,0.42141399,0.473464316,No change
Atp13a2,-0.055634042,0.866946789,-0.956320717,0.021932583,0.649868222,0.235327785,No change
