"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"0610009B22Rik",50.6845261906543,-0.734398187857679,1.2183854701958,-0.602763415866787,0.546666087483322,0.731586180881443
"0610010F05Rik",185.066344430384,0.57265475432018,0.531506627582151,1.07741789961343,0.281293611002544,0.48736037448725
"0610010K14Rik",43.3131851878695,-1.74239126726521,2.13933681669331,-0.814453925005768,0.415384957142577,0.619583768730938
"0610012G03Rik",102.083278787537,-0.905996617321762,2.11369502264011,-0.428631665220145,0.66819129770429,0.816951823153016
"0610030E20Rik",207.185207957614,1.60427787018919,0.483740541874881,3.31640152378242,0.000911847168113704,0.00683619531429852
"0610040J01Rik",16.3062408682869,3.08875207009606,1.65370006953258,1.86778251207856,0.0617923920061072,0.174854620130624
"1110002E22Rik",0.0520065273457101,-2.02789325269596,7.05408038384537,-0.287478047080391,0.773746308741724,NA
"1110004F10Rik",634.357081546584,-0.168866702450464,0.444065046914882,-0.38027469989736,0.703741513931507,0.84180546718217
"1110008P14Rik",81.6028556610391,-4.5885802532095,1.08411215223853,-4.23256970575856,2.31036272961019e-05,0.000318131071442709
"1110012L19Rik",66.397874919307,-1.8356690114626,0.792230589899816,-2.31708928545,0.0204988685542539,0.0780930970181688
"1110017D15Rik",0.0706562771487466,-0.622555757127255,7.04941778235789,-0.0883130744052769,0.92962784768579,NA
"1110025L11Rik",0,NA,NA,NA,NA,NA
"1110032A03Rik",18.5048482463443,2.80691001381077,1.68242911493671,1.66836747467744,0.0952428008302817,0.237437578608889
"1110032F04Rik",2.33164317864153,3.1703497243322,3.67707572146991,0.862193211257791,0.388581204834022,NA
"1110038F14Rik",146.589005843579,-0.930004767531325,0.619604330602731,-1.50096557044178,0.13336446689398,0.298084942736089
"1110051M20Rik",15.7498594531587,-1.44674631466375,1.42191972886261,-1.01745990670022,0.308934695953892,0.518047323537941
"1110057P08Rik",0,NA,NA,NA,NA,NA
"1110059E24Rik",137.322268665272,-0.436367278478832,0.617395236998788,-0.70678756868947,0.479698501021255,0.676563661251149
"1110059G10Rik",128.806025051078,-1.73721423006133,0.616075671062999,-2.81980657840923,0.00480526043617388,0.0260278614252157
"1110065P20Rik",5.36957022359011,0.377369935952113,2.68410372637809,0.140594393667987,0.888190377449,NA
"1190005I06Rik",0,NA,NA,NA,NA,NA
"1190007I07Rik",48.6640529713248,-2.28471195413959,1.72788458773704,-1.32225958281844,0.186081726446578,0.372796054229435
"1300017J02Rik",0.291330784901144,-4.56203477060277,6.94243447507029,-0.657123201808337,0.511101701325922,NA
"1500009C09Rik",0.417084549420949,-1.7686870460132,5.60777683111286,-0.315398971692354,0.752458747494043,NA
"1500009L16Rik",0.0967161709283649,0.534105947639879,6.97425312068473,0.0765825298275726,0.938955657310506,NA
"1500011B03Rik",109.942896294423,-1.92382017810444,0.677404456794989,-2.83998748282028,0.0045115304068125,0.0248423992315168
"1520401A03Rik",0.093011098940074,0.419318114927963,6.97995146086093,0.0600746462606837,0.952096182836006,NA
"1600002K03Rik",93.8927955093388,-2.76994902207703,0.767211839476046,-3.61040964118687,0.000305713792795271,0.00279766198638093
"1600012H06Rik",76.36100994614,-0.724159654029189,0.858556502623598,-0.843461847666733,0.398970194710401,0.60492444321804
"1600014C10Rik",296.730796512428,0.891353748149923,0.510591211208467,1.74572873285513,0.0808580998386269,0.2123569717055
"1600014C23Rik",0,NA,NA,NA,NA,NA
"1700001C02Rik",0,NA,NA,NA,NA,NA
"1700001C19Rik",0.50440942867118,2.16557652335168,5.22103698364028,0.414779004656997,0.678303690604125,NA
"1700001F09Rik",0,NA,NA,NA,NA,NA
"1700001J03Rik",0.137720742522729,1.4806320228042,6.94104495021915,0.213315434984677,0.831080935229528,NA
"1700001K19Rik",0.0223548217913274,1.06954657310165,7.05637886491825,0.15157159126178,0.87952484136816,NA
"1700001L19Rik",0,NA,NA,NA,NA,NA
"1700001O22Rik",0.122662804494457,-1.65253127855045,6.98160720638969,-0.236697830413322,0.812891218220089,NA
"1700001P01Rik",0,NA,NA,NA,NA,NA
"1700003E16Rik",0.255404299293175,0.777024971209188,6.84712396074315,0.113481948868479,0.909648473344429,NA
"1700003F12Rik",0.281226542997684,-0.046453354301803,6.46642052795063,-0.00718378183123287,0.994268220688449,NA
"1700003H04Rik",0,NA,NA,NA,NA,NA
"1700006A11Rik",0,NA,NA,NA,NA,NA
"1700007K13Rik",0.0372994996060731,1.85641998733841,6.99979843374015,0.265210492117912,0.790847312686452,NA
"1700008O03Rik",1.00035977426395,1.6055884006856,4.32633782047356,0.371119516623843,0.710548515236741,NA
"1700008P02Rik",0,NA,NA,NA,NA,NA
"1700009N14Rik",0,NA,NA,NA,NA,NA
"1700010B08Rik",0.0186497498030366,0.937329259395242,7.06253188496848,0.132718587988283,0.894415941823927,NA
"1700010I14Rik",68.1220497308585,-1.0124128082313,0.5998648889641,-1.68773473303234,0.0914621612397725,0.23132033206597
"1700011L22Rik",0,NA,NA,NA,NA,NA
"1700011M02Rik",0,NA,NA,NA,NA,NA
"1700012A03Rik",0,NA,NA,NA,NA,NA
"1700012B07Rik",0.0186497498030366,0.937329259395242,7.06253188496848,0.132718587988283,0.894415941823927,NA
"1700012B09Rik",11.8415574557555,-1.00425358492197,1.67458199973552,-0.59970403663755,0.548703497559297,0.732887180352543
"1700012P22Rik",0,NA,NA,NA,NA,NA
"1700013F07Rik",0,NA,NA,NA,NA,NA
"1700013G24Rik",0,NA,NA,NA,NA,NA
"1700013H16Rik",0,NA,NA,NA,NA,NA
"1700014D04Rik",0.0186497498030366,0.937329259395242,7.06253188496848,0.132718587988283,0.894415941823927,NA
"1700015F17Rik",0,NA,NA,NA,NA,NA
"1700015G11Rik",0,NA,NA,NA,NA,NA
"1700016C15Rik",0,NA,NA,NA,NA,NA
"1700016D06Rik",0,NA,NA,NA,NA,NA
"1700016H13Rik",0.396308861844141,-1.68196172642707,6.58272555563613,-0.255511446164876,0.798328104184297,NA
"1700016K19Rik",0.10401305469142,-3.05789129442852,6.98631481143481,-0.437697323547964,0.661605709932058,NA
"1700017B05Rik",194.093026044141,-0.131223309522806,0.508369127407162,-0.258126039620236,0.796309635661201,0.897528042122629
"1700017D01Rik",0.0223548217913274,1.06954657310165,7.05637886491825,0.15157159126178,0.87952484136816,NA
"1700017N19Rik",0,NA,NA,NA,NA,NA
"1700018B08Rik",0,NA,NA,NA,NA,NA
"1700018F24Rik",0,NA,NA,NA,NA,NA
"1700018G05Rik",0,NA,NA,NA,NA,NA
"1700019A02Rik",0.0186497498030366,0.937329259395242,7.06253188496848,0.132718587988283,0.894415941823927,NA
"1700019D03Rik",11.8099554655522,0.368017212321543,2.32791122631107,0.158089023396619,0.874386649906256,0.939216904859623
"1700019N19Rik",0,NA,NA,NA,NA,NA
"1700020A23Rik",0,NA,NA,NA,NA,NA
"1700020D05Rik",0.418663683635469,-1.2464783413681,6.45439015904143,-0.193121009212932,0.846864199392381,NA
"1700020L24Rik",145.625542342803,-2.66241596660801,0.761646374551756,-3.49560643307059,0.000472985776350425,0.00399108424572639
"1700020N01Rik",0,NA,NA,NA,NA,NA
"1700020N15Rik",0,NA,NA,NA,NA,NA
"1700021F05Rik",187.984697609904,-2.89523485972035,0.481260060063581,-6.01594667826341,1.78838436675084e-09,7.95945833971908e-08
"1700021F07Rik",0,NA,NA,NA,NA,NA
"1700022I11Rik",0,NA,NA,NA,NA,NA
"1700023F06Rik",0,NA,NA,NA,NA,NA
"1700024B05Rik",0,NA,NA,NA,NA,NA
"1700024G13Rik",0,NA,NA,NA,NA,NA
"1700024P04Rik",0,NA,NA,NA,NA,NA
"1700025B11Rik",0,NA,NA,NA,NA,NA
"1700025C18Rik",0,NA,NA,NA,NA,NA
"1700025F22Rik",0,NA,NA,NA,NA,NA
"1700025G04Rik",23.3717115623869,1.06598477042657,1.19461924301815,0.892321780899331,0.372220482971356,0.580897230930344
"1700028J19Rik",3.27212706170131,1.90345727655343,2.59906942769627,0.732361073648037,0.46394821133208,NA
"1700028K03Rik",0,NA,NA,NA,NA,NA
"1700028P14Rik",0.0186497498030366,0.937329259395242,7.06253188496848,0.132718587988283,0.894415941823927,NA
"1700029F12Rik",0.0520065273457101,-2.02789325269596,7.05408038384537,-0.287478047080391,0.773746308741724,NA
"1700029H14Rik",0,NA,NA,NA,NA,NA
"1700029I15Rik",0.488901742091889,-5.30235642034477,6.70516119522746,-0.790787315317464,0.429068113240755,NA
"1700029J07Rik",1.24761626300509,-2.43333614863058,3.53932773476833,-0.687513655411699,0.491759098614301,NA
"1700029P11Rik",2.84662295463513,0.139795162852798,2.91172143997564,0.0480111733675895,0.961707337817606,NA
"1700030J22Rik",2.54578952180371,2.74015729530624,2.85752125144332,0.958928054838506,0.337594990383057,NA
"1700030K09Rik",59.643480073747,-0.366038699187348,0.702347545717438,-0.521164630558287,0.602252090963416,0.772607259622062
"1700031F05Rik",0,NA,NA,NA,NA,NA
"1700031L13Rik",0,NA,NA,NA,NA,NA
"1700034E13Rik",0,NA,NA,NA,NA,NA
"1700034I23Rik",0.390931795638441,1.32127811337125,6.52082574244178,0.202624355497112,0.839428651936649,NA
"1700034J05Rik",0.503036414673076,0.130964533070638,5.21749509402136,0.0251010361697721,0.979974373699813,NA
"1700037C18Rik",23.9865897471412,-0.193642482389441,1.11771571813978,-0.173248420190172,0.862456165226211,0.932410815411215
"1700037H04Rik",99.0853443804472,0.0331861198111499,0.805546458600892,0.041197027752799,0.967138823172582,0.986610129440957
"1700040F15Rik",0,NA,NA,NA,NA,NA
"1700042G07Rik",0,NA,NA,NA,NA,NA
"1700047I17Rik2",0.374500843612065,-4.91892822662241,6.93717620398103,-0.709067793866845,0.478282407642675,NA
"1700049E17Rik1",0,NA,NA,NA,NA,NA
"1700049E17Rik2",0,NA,NA,NA,NA,NA
"1700056E22Rik",3.27530221444368,-3.42984496903434,2.94012011892076,-1.16656627290907,0.24338557033818,NA
"1700057G04Rik",0.15601958203713,-3.64706327086903,6.96363310445179,-0.523729957647754,0.600466376042099,NA
"1700061G19Rik",2.23472638312247,-3.75058587483488,3.15986304596177,-1.18694570627928,0.235249037077994,NA
"1700064H15Rik",0.0743613491370375,-0.490300551520004,7.04325137849892,-0.0696128144761032,0.944501837208695,NA
"1700066B19Rik",6.66353724842427,-1.74071479713647,2.4486389588005,-0.710890754588495,0.477151935644245,NA
"1700066M21Rik",61.1946302931739,0.22681631984216,0.703543077404087,0.322391516776855,0.747156110078029,0.870065503331756
"1700067K01Rik",0.0372994996060731,1.85641998733841,6.99979843374015,0.265210492117912,0.790847312686452,NA
"1700067P10Rik",0,NA,NA,NA,NA,NA
"1700069L16Rik",0,NA,NA,NA,NA,NA
"1700074P13Rik",0.0223548217913274,1.06954657310165,7.05637886491825,0.15157159126178,0.87952484136816,NA
"1700080O16Rik",0,NA,NA,NA,NA,NA
"1700084M14Rik",0,NA,NA,NA,NA,NA
"1700086D15Rik",0,NA,NA,NA,NA,NA
"1700088E04Rik",0,NA,NA,NA,NA,NA
"1700092M07Rik",0.0743613491370375,-0.490300551520004,7.04325137849892,-0.0696128144761032,0.944501837208695,NA
"1700093K21Rik",0.134128930747964,3.6859874255679,6.94142623639558,0.531012979183063,0.595409785040052,NA
"1700094D03Rik",0.0602684333603428,-0.459981126477381,7.05682881623145,-0.065182412448404,0.948028764179131,NA
"1700102P08Rik",0.416708087533115,-0.0149654432771239,5.60849335918266,-0.00266835356996926,0.997870964410253,NA
"1700109H08Rik",2.32062598650436,-2.55385074776049,2.78779670394475,-0.916082131866637,0.359623818771553,NA
"1700113H08Rik",0,NA,NA,NA,NA,NA
"1700122O11Rik",0.0520065273457101,-2.02789325269596,7.05408038384537,-0.287478047080391,0.773746308741724,NA
"1700123K08Rik",0,NA,NA,NA,NA,NA
"1700123L14Rik",0,NA,NA,NA,NA,NA
"1700123O20Rik",260.704405182443,-0.917143428661462,0.561472462879999,-1.63346110325179,0.102372054981296,0.249112599370146
"1700125H20Rik",0.124856050671919,-3.34581164072274,6.97408635396523,-0.479749098435012,0.63140581110966,NA
"1700129C05Rik",0,NA,NA,NA,NA,NA
"1810009A15Rik",0,NA,NA,NA,NA,NA
"1810009J06Rik",0,NA,NA,NA,NA,NA
"1810010H24Rik",0.981262059164051,3.96008519205431,4.20429932829963,0.941913237575287,0.346237062190499,NA
"1810013L24Rik",64.6683112724654,-0.550250969512829,0.743159461799,-0.740421131395962,0.459044500644698,0.658723735160625
"1810020O05Rik",0.041004571594364,1.9792146856125,6.99319840395246,0.283019953286879,0.777161541555894,NA
"1810024B03Rik",0,NA,NA,NA,NA,NA
"1810030O07Rik",414.636537087393,0.141953225168586,0.515751563420938,0.275235666232442,0.783135187033945,0.889454519499188
"1810037I17Rik",1323.05226804565,-3.70680375586085,0.472940717516751,-7.83777674149945,4.58593442590913e-15,1.01895082254461e-12
"1810046K07Rik",0,NA,NA,NA,NA,NA
"1810049J17Rik",0,NA,NA,NA,NA,NA
"1810055G02Rik",16.3843358845824,2.92241969045198,1.54046835695209,1.89709816320679,0.0578149836021081,0.167093262526351
"1810058I24Rik",178.188597975658,-3.30091847108765,0.585477546175058,-5.63799328027633,1.7204322067553e-08,5.93837774452517e-07
"1810062G17Rik",0.119070992719692,1.12249592412822,6.95115521849543,0.161483363389946,0.87171271348338,NA
"1810065E05Rik",0,NA,NA,NA,NA,NA
"2010003K11Rik",0,NA,NA,NA,NA,NA
"2010106E10Rik",0,NA,NA,NA,NA,NA
"2010109A12Rik",0,NA,NA,NA,NA,NA
"2010300C02Rik",1.00474467593924,2.14128627254174,4.39353233187221,0.487372371658246,0.625994469039492,NA
"2010315B03Rik",37.0801843416034,-0.327807676836132,0.935623768099185,-0.350362707760307,0.726066509760297,0.855379695269089
"2200002D01Rik",0.729599013645427,-1.01677351069753,5.20540233412997,-0.195330436617918,0.845134270984196,NA
"2200002J24Rik",1.77867604899886,-0.792033046197309,3.89546311795469,-0.203321921480075,0.838883422501014,NA
"2210010C04Rik",0.104978076942998,1.20743077553239,6.96121165370588,0.173451237456571,0.862296753716177,NA
"2210011C24Rik",0.111774108956637,3.42222796594873,6.94603039162228,0.4926883087175,0.622232839745581,NA
"2210016F16Rik",307.571312838314,-1.98964666897508,0.602291339705396,-3.3034621914841,0.000954988461133954,0.0071078229458928
"2210016L21Rik",141.575721681471,-1.57740158603353,0.632977769605038,-2.49203315152409,0.0127014181711139,0.0543367195348028
"2210017I01Rik",0,NA,NA,NA,NA,NA
"2210407C18Rik",0,NA,NA,NA,NA,NA
"2210408I21Rik",8.23263569583055,1.64298629057371,1.75543840613627,0.935940722745113,0.349303708685378,NA
"2210418O10Rik",0.0520065273457101,-2.02789325269596,7.05408038384537,-0.287478047080391,0.773746308741724,NA
"2300002M23Rik",0,NA,NA,NA,NA,NA
"2300003K06Rik",0,NA,NA,NA,NA,NA
"2300009A05Rik",16.6355953245026,-1.51646359891542,2.18544909047213,-0.693891065926323,0.487750526786649,0.683651662512049
"2310002L09Rik",0,NA,NA,NA,NA,NA
"2310009A05Rik",104.580023871955,-4.11544850797111,0.671770402670565,-6.12627244607756,8.99617122845527e-10,4.40641034551861e-08
