N_unmapped	6661610	6661610	6661610
N_multimapping	970960	970960	970960
N_noFeature	2367926	12255737	12297411
N_ambiguous	816675	91576	94436
Gm26206	0	0	0
Xkr4	0	0	0
Gm53491	0	0	0
Rp1	3	3	0
Sox17	0	0	0
Gm22307	0	0	0
Gm37323	0	0	0
Gm39586	0	0	0
Gm46082	0	0	0
Gm29874	0	0	0
Mrpl15	2142	1043	1099
Lypla1	5579	2740	2839
Gm57794	6	5	1
Tcea1	4376	2214	2162
Rgs20	1	1	0
Gm16041	0	0	0
Atp6v1h	4378	2207	2171
Oprk1	0	0	0
Npbwr1	0	0	0
Gm46206	2	1	1
4732440D04Rik	52	20	32
Rb1cc1	2347	1138	1209
Alkal1	0	0	0
St18	1	0	1
Pcmtd1	871	456	415
Gm23274	0	0	0
Gm26901	9	7	2
Gm39589	0	0	0
Sntg1	0	0	0
Gm30719	0	0	0
Gm24765	0	0	0
Rrs1	2099	1053	1046
Adhfe1	162	118	88
2610203C22Rik	6	9	41
Vxn	0	0	0
Mybl1	57	25	32
Vcpip1	2146	1152	1204
1700034P13Rik	5	109	105
Gm39590	41	17	24
Sgk3	14415	7201	7215
Gm6195	8	5	3
Mcmdc2	63	30	33
Snhg6	468	252	216
Snord87	7	1	6
Tcf24	15319	7634	7685
Ppp1r42	966	456	510
Gm24674	0	0	0
Cops5	3203	1618	1596
Cspp1	916	508	419
Arfgef1	3120	1577	1543
Cpa6	23	13	10
Gm25253	0	0	0
Prex2	0	0	0
Gm24173	0	0	0
A830018L16Rik	0	0	0
Gm30898	0	0	0
Gm30974	0	0	0
Gm22633	0	0	0
Gm39591	0	0	0
Mir6341	0	0	0
Gm17644	0	0	0
Sulf1	6	0	6
Slco5a1	0	0	0
Gm39592	0	0	0
Prdm14	0	0	0
Ncoa2	833	400	433
Gm23169	0	0	0
Gm39595	0	0	0
Tram1	20839	10520	10319
Lactb2	1216	663	553
Xkr9	0	0	0
Gm26273	0	0	0
Gm5523	1	1	0
Gm31195	0	0	0
Gm39596	0	0	0
Eya1	2871	1411	1460
Msc	0	0	0
Gm9947	0	0	0
Trpa1	0	0	0
Kcnb2	0	0	0
Gm51616	0	0	0
Gm51617	0	0	0
Gm25168	0	0	0
Terf1	1941	1054	887
Sbspon	0	0	0
Gm31523	0	0	0
4930444P10Rik	0	0	0
Rpl7	9595	4759	4836
Rdh10	136	61	75
Stau2	996	468	528
Gm7568	0	0	0
C130013N14Rik	4	1	3
Ube2w	4728	2349	2379
Eloc	2532	1234	1298
D030040B21Rik	0	0	0
Tmem70	1258	603	655
Ly96	89	60	29
Gm53492	0	0	0
Jph1	0	0	0
Gm46085	0	0	0
Gm31982	0	0	0
Gdap1	3	2	1
Gm28784	0	0	0
Gm39597	0	0	0
Pi15	4	0	4
Gm28154	0	0	0
Gm16070	0	0	0
Crispld1	0	0	0
Crisp4	0	0	0
Defb44-ps	0	0	0
Defb18	0	0	0
Defb41	0	0	0
Gm28343	0	0	0
Gm15825	0	0	0
